name,location,rate,online_order,approx_cost(for two people)
Durbar Greens Family Restaurant,Hosur Road,3.6/5,Yes,700
Shree Guru Juice 'N' Ice,Bannerghatta Road,3.3/5,Yes,250
Hyderabadi Biryani Flames,BTM,,Yes,300
Frolic,Koramangala 7th Block,3.9/5,Yes,200
The Paratha Stories,JP Nagar,NEW,Yes,250
Kanchanjunga Kitchen - The Flavour of Hills,Koramangala 8th Block,,Yes,300
Hotel Orchid,BTM,,No,500
Neer Dosa Fish Land,BTM,3.6/5,No,600
Namana Garden,BTM,2.6/5,No,400
Shaahi Mezbaan Restaurant,BTM,3.1/5,No,350
Day N Night Kitchen,BTM,3.2/5,No,450
Dash In,BTM,3.1/5,No,600
Bruncherz,BTM,3.5/5,No,200
De Street Cafe,BTM,3.6/5,No,500
Cafe Hush,BTM,3.6/5,No,500
Snaxup Restaurant,BTM,3.5/5,No,300
Hunger Buds,BTM,3.5/5,No,250
Tandoor-De-Naal,BTM,3.8/5,No,200
Tummy Delight,BTM,3.5/5,No,400
The Chef Restaurant,BTM,,No,600
Amaravati Grand,BTM,3.4/5,No,550
New Farm Fresh,BTM,3.6/5,No,650
Pothichor,BTM,3.5/5,No,250
Hyderabadi Biryani Corner,BTM,3.4/5,No,350
Amrutha Mess,BTM,3.4/5,No,300
The French Loaf,BTM,3.1/5,No,400
Joon Restaurant,BTM,3.7/5,Yes,400
Caramel Shake,BTM,NEW,Yes,200
Bhaijaan Barbeques,Koramangala 7th Block,3.4/5,Yes,200
Entropy Cafe,Koramangala 6th Block,4.1/5,Yes,600
China Tang,BTM,3.7/5,Yes,600
Momo Hut,Koramangala 5th Block,4.0/5,Yes,250
Tandoor Garden,BTM,3.6/5,Yes,350
7 Plates,Koramangala 5th Block,3.7/5,Yes,750
Hyderabad Biriyani House,BTM,,No,400
Night Restro,BTM,3.1/5,Yes,500
Bewiched,HSR,3.4/5,Yes,300
Daawat Restaurant Bar & Pub,Koramangala 7th Block,3.5/5,Yes,700
BelgYum,Koramangala 7th Block,4.0/5,Yes,400
Churchill's,JP Nagar,4.1/5,Yes,"1,100"
Dine in Restaurant,BTM,3.4/5,No,500
Sri Sharana Basaveshwara Khanavali,BTM,,No,200
Kombo King,BTM,,No,300
Top Foam Parantha Roll & Juice Centre,BTM,3.5/5,No,300
Ambur Azad Darbar,BTM,3.2/5,No,250
Aha Juice Bar,BTM,3.6/5,No,200
Amravathi Restaurants & Caterers,BTM,3.1/5,No,400
Cafe Club Kerala Restaurant,BTM,,No,300
Shawarma Bae,BTM,3.3/5,No,200
Choco Monk,BTM,,No,200
Brew Cafe,BTM,3.2/5,No,300
Watheen Nuts,BTM,,No,400
Traffic,BTM,,No,100
Chutneys Tiffin Center,BTM,,No,300
Five Star New Ambur Biryani,BTM,,No,300
Fluffer Nutter,BTM,NEW,No,200
Bhoja99,BTM,NEW,No,200
UKIYO,BTM,,No,300
Santhrupthi Halli Mane,BTM,,No,500
Coal Grill & Cafe,BTM,3.3/5,No,300
Murali Military hotel,BTM,NEW,No,300
Hyderabadi Biryani House,BTM,NEW,No,300
Chai Makhan,BTM,NEW,No,400
Cafe Sulaimani,BTM,NEW,No,300
Chocolate Bomb,BTM,,No,300
Tit Bits,BTM,,No,400
Desi Urbane,BTM,3.6/5,No,450
Rayalaseema Abhiruchulu,BTM,NEW,No,250
GR Foods,BTM,NEW,Yes,350
New Udupi Dharshini,BTM,NEW,No,150
Ice N Spice,BTM,NEW,No,300
Svadu Sweets,BTM,3.3/5,No,150
La Mirch,BTM,,No,400
The Fresh Wok,BTM,3.3/5,No,600
Bisimillah Biriyani's & Kebab's,BTM,3.3/5,No,300
TRIGEREATO,Koramangala 8th Block,4.4/5,Yes,700
Black Cup Cafe,BTM,3.6/5,Yes,400
The Charcoal Factory,Koramangala 6th Block,4.1/5,Yes,600
Cakeport,Bannerghatta Road,,Yes,400
Restro Cafe,Jayanagar,3.8/5,Yes,400
Kafe Nook,BTM,3.6/5,Yes,300
Dice N Dine,Koramangala 5th Block,4.3/5,Yes,900
Casa Piccosa,JP Nagar,4.1/5,Yes,"1,100"
Night Cafe,BTM,3.0/5,No,350
The Enav Bowl,Koramangala 5th Block,3.8/5,No,
Spice Taj,BTM,,No,300
Savandh's Kitchen - Donne Biryani,BTM,,No,350
Kivona's Kitchen,BTM,,No,300
late100,BTM,,No,200
Y Not Shawarma,BTM,,No,300
The Nourished Kitchen,BTM,,No,400
Foodies Club,BTM,3.4/5,Yes,300
Homifoo,BTM,,No,300
Deepam Tiffins,BTM,,No,300
Joey's,BTM,3.7/5,No,300
Owl's Kitchen,BTM,3.1/5,No,500
Uncle's Kitchen,BTM,3.3/5,No,450
Desi Wok,BTM,2.7/5,No,500
Combo Box,BTM,3.0/5,No,500
What the Food,BTM,3.6/5,No,250
Around The Corner,BTM,3.6/5,No,350
sCoolMeal,BTM,,No,300
Tandoor Hub & Golmaal Paratha,BTM,3.2/5,No,450
So-Fat's Dosas,BTM,3.8/5,No,200
Singh Da Dhaba,BTM,3.3/5,No,400
Two States,BTM,3.4/5,No,250
SoopeRolls,BTM,3.5/5,No,250
E2 - EntrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©e Envoy,BTM,3.5/5,No,550
BongHomie,BTM,3.4/5,No,300
Adithya Family Restaurant,BTM,3.7/5,No,250
Ambur Biriyani Point,BTM,3.6/5,No,150
Gobi Gate,BTM,3.2/5,No,200
Parivaar,BTM,3.3/5,No,600
Alechemy,BTM,,No,"1,500"
Malnad Military Hotel,BTM,,No,350
SM Fast Food,BTM,,No,300
Royal Hyderabadi Nights,BTM,,No,400
D Italy,BTM,,No,500
Hungry Nights,BTM,3.0/5,No,300
Shater Grill House,BTM,3.5/5,No,700
Pizza D Italy,BTM,3.5/5,No,500
Amara Food Point,BTM,3.3/5,No,250
Night Bell,South Bangalore,3.1/5,No,450
New Kabab Plaza,BTM,NEW,No,300
Ruchi's Foodies Blast,BTM,NEW,No,250
Eaternet,BTM,3.6/5,No,300
NY8LIFE,BTM,3.2/5,No,300
Shangai Sun,BTM,3.4/5,No,500
My Dabeli & My Pizza,BTM,3.4/5,No,400
Papacream,JP Nagar,3.7/5,Yes,350
Asia In A Box,Koramangala 1st Block,3.2/5,Yes,550
Mandi,JP Nagar,3.8/5,Yes,800
Nite Out,JP Nagar,3.9/5,Yes,500
Imperial Restaurant,Koramangala 6th Block,3.6/5,Yes,800
Mongolian Kitchen,BTM,3.8/5,No,500
Chef All Nite,BTM,3.9/5,Yes,300
Food Ka Masti,Bannerghatta Road,3.2/5,Yes,400
Brews N Bites,Jayanagar,2.9/5,Yes,650
Desi Aahar,BTM,NEW,Yes,400
Lassi Top,Koramangala 4th Block,3.2/5,Yes,200
Shake Tat Bottle,BTM,3.3/5,Yes,200
The Hidden Cafe,Koramangala 1st Block,3.9/5,Yes,350
Momo Junction,BTM,3.8/5,Yes,100
The Shawarma Inc,Koramangala 5th Block,3.3/5,Yes,200
Cashmere Nites,Koramangala 6th Block,3.5/5,Yes,600
The Vacationer's Cafe,Koramangala 7th Block,4.1/5,Yes,600
Cafe Fattoush,BTM,3.8/5,Yes,700
Night Hawks,HSR,,Yes,400
Some Mo',Koramangala 6th Block,,Yes,200
Appam & Curry,Koramangala 1st Block,3.8/5,Yes,200
Nutrition on Wheels,BTM,2.9/5,No,300
Hungry Queen,HSR,3.3/5,Yes,300
Grill N Chill,BTM,3.1/5,No,400
Kitchen24,BTM,NEW,Yes,300
Desi Vibes,BTM,3.7/5,Yes,600
The Cravery,JP Nagar,2.6/5,Yes,500
Hotel Archana Grand,Bommanahalli,3.5/5,Yes,500
Chakh Le india,Bommanahalli,3.2/5,Yes,250
2nd Home Restaurant,BTM,3.7/5,Yes,500
Hello Brother Hotel,HSR,3.4/5,No,300
Wakeup Cafe,HSR,3.4/5,Yes,300
Kallummakkaya,BTM,NEW,Yes,200
Chill-Um Cafe,Koramangala 6th Block,4.1/5,Yes,600
McLeans Italian Pizzeria,Ejipura,3.4/5,Yes,500
Bay Root,BTM,3.7/5,No,400
Abhiruchi,HSR,2.9/5,Yes,400
Tentacles,BTM,,Yes,600
Pallavi North Indian Veg Restaurant,JP Nagar,3.7/5,Yes,450
Melt - Eden Park,JP Nagar,4.0/5,Yes,"1,000"
Cafemoto,Koramangala 5th Block,4.0/5,Yes,800
Forum Bakes & Cafe,Koramangala 8th Block,,Yes,200
Breaktime Brew,Koramangala 7th Block,3.7/5,Yes,550
Kapoor's Biriyani,BTM,3.3/5,Yes,400
Kokomo,Koramangala 6th Block,4.0/5,Yes,500
24/7 Food Service,JP Nagar,2.9/5,Yes,300
Zhangs Classic,Bannerghatta Road,2.6/5,Yes,600
Keep It Straight Cafe,HSR,3.9/5,Yes,500
Sethi's,HSR,,Yes,600
Miss Momo,BTM,3.2/5,Yes,250
Rollin,Koramangala 4th Block,4.1/5,Yes,400
GFC Biryani,BTM,,Yes,300
Perch,BTM,NEW,Yes,350
Donne Biriyani House,HSR,3.8/5,Yes,200
Smiley's Kitchen,Koramangala 1st Block,,Yes,450
Malhar Maharashtrian Cuisine,Bannerghatta Road,4.0/5,Yes,500
Habitts,BTM,3.7/5,Yes,450
Limra Hotel,BTM,3.3/5,Yes,300
Dal Roti,JP Nagar,3.7/5,Yes,150
Brewz Coffee,BTM,3.0/5,Yes,650
Waffle In The Box,HSR,,Yes,300
Earth Plate Express,JP Nagar,3.9/5,Yes,600
Kolkata Famous Katti Rolls,BTM,3.6/5,Yes,200
Al Habibi Restaurant,BTM,3.5/5,Yes,300
BTM Bawarchi Biryani,BTM,3.5/5,Yes,600
Punjabi Chulha,Koramangala 1st Block,3.8/5,Yes,400
Under The Hood,Koramangala 1st Block,4.0/5,Yes,300
Berry'd Alive,Koramangala 5th Block,4.3/5,Yes,400
Ghar Ka Khana,Koramangala 1st Block,3.7/5,Yes,150
Burger Lounge,Koramangala 5th Block,3.0/5,Yes,600
The Kream Story,Koramangala 7th Block,4.1/5,Yes,500
AutoExpress - Hot Dogs,HSR,3.3/5,Yes,300
The Breakfast Adda,Bannerghatta Road,,Yes,250
Totus,BTM,NEW,Yes,300
Super Thali,BTM,,Yes,450
Jayanagar Grill House,Jayanagar,3.5/5,Yes,250
Banana Beach Bar,Koramangala 6th Block,3.7/5,Yes,"1,300"
Y Not Restaurant,JP Nagar,3.0/5,Yes,300
Taza Khaana,HSR,3.0/5,Yes,450
Hunger Night King,Koramangala 2nd Block,3.6/5,Yes,400
Kabab Treat,Bannerghatta Road,2.8/5,Yes,500
Chef Master,Jayanagar,3.8/5,Yes,300
Ilyazsab Shawarma Cafe,Jayanagar,NEW,Yes,300
Lunch & Munch,BTM,,Yes,500
Davangere Benna Dose Hotel,Jayanagar,4.1/5,Yes,100
Double Blend,BTM,3.6/5,Yes,200
Ande Ka Funda,BTM,3.5/5,No,200
Mist n Creams,Ejipura,,Yes,400
Wat-a-Biryani,Koramangala 4th Block,,Yes,500
Hasini Foods,Koramangala 4th Block,2.9/5,Yes,450
Kolkata Famous Kati Rolls,Bannerghatta Road,3.1/5,Yes,100
Kataria's Home Food,BTM,3.1/5,Yes,400
The Biriyani Factory,BTM,3.1/5,Yes,500
Smoke Oil Salt,BTM,NEW,Yes,850
Night Spoon,BTM,2.6/5,Yes,600
Gilly's Restobar,Koramangala 5th Block,4.5/5,No,"1,000"
The 90s Hash House,BTM,3.8/5,No,500
The Food Dude,Koramangala 6th Block,4.0/5,Yes,300
The Night Watch Express,Koramangala 1st Block,3.0/5,Yes,500
Pensiri Cafe,HSR,3.5/5,Yes,300
Marunadan Kada,BTM,3.3/5,No,250
Happy Eats,Koramangala 7th Block,NEW,Yes,300
The Kitchen Bandit,Koramangala 2nd Block,3.2/5,Yes,350
Sandwich Shop,JP Nagar,2.9/5,Yes,400
Siddique Kabab Centre,Jayanagar,3.1/5,Yes,550
China Down Town,Koramangala 4th Block,3.5/5,Yes,800
Bottle Breacher,JP Nagar,4.2/5,No,"1,200"
BTM Cakes,BTM,3.3/5,Yes,400
Fresh Bites,Koramangala 1st Block,3.3/5,Yes,400
Cake Fantasy,Koramangala 4th Block,,Yes,300
Lassi Pot,BTM,3.3/5,Yes,250
Royal View Restaurant,BTM,3.7/5,Yes,700
Ober Cafe,Koramangala 1st Block,3.5/5,Yes,200
Sids Cafe,Koramangala 5th Block,,Yes,200
Truffles,Koramangala 5th Block,4.7/5,No,900
Eat Well,JP Nagar,2.9/5,Yes,400
Friends Night Kitchen,Koramangala 6th Block,3.8/5,Yes,400
Mealsbaba,HSR,3.7/5,Yes,400
Tawa,Koramangala 1st Block,3.4/5,Yes,200
The Kitchen Story,HSR,3.3/5,Yes,300
Ambur Hot Dum Biryani,BTM,3.5/5,No,200
Dyu Art Cafe,Koramangala 5th Block,4.5/5,No,800
House of Chaaps,Koramangala 1st Block,NEW,Yes,450
Just Bite@Late Night,BTM,,Yes,300
Egg Star,HSR,3.6/5,Yes,300
BBQ Ride 46,South Bangalore,3.4/5,Yes,200
Lucky's Biriyani Point,HSR,3.4/5,Yes,400
Nuty,HSR,,Yes,300
Mistaan Sweets And Chaat,HSR,,Yes,200
Om Made Cafe,Koramangala 5th Block,4.0/5,No,"1,300"
Kesariya,JP Nagar,4.2/5,No,"1,200"
Khichadiwala,HSR,3.9/5,Yes,400
Raptures Chocolates,Koramangala 4th Block,,Yes,250
Zengi Pub & Restaurant,BTM,3.7/5,Yes,900
Nile Garden Restaurant,BTM,2.6/5,Yes,500
Kullukki,Koramangala 5th Block,3.5/5,Yes,400
Sri Bhagya Grand,Bannerghatta Road,3.4/5,Yes,450
Big Wong XL,Koramangala 5th Block,4.5/5,No,"1,400"
Nagarjuna,Koramangala 5th Block,4.3/5,No,800
Kritunga Restaurant,Koramangala 5th Block,3.8/5,No,650
Hunan,Koramangala 5th Block,4.3/5,No,"1,100"
Khawa Karpo,Koramangala 5th Block,4.3/5,No,350
The Himalayan,Koramangala 5th Block,4.4/5,No,"1,200"
Art of Delight,Koramangala 5th Block,4.3/5,No,400
Coastal Mama,JP Nagar,4.1/5,No,700
Side Street Kitchen,Koramangala 5th Block,NEW,No,400
Nouvelle Garden,JP Nagar,3.7/5,No,900
Vaho Kafe & Pressery,Bannerghatta Road,3.9/5,No,500
Royal Chef Naati Oota,JP Nagar,4.0/5,No,500
The Home Kitchen,Bommanahalli,,No,250
Food And You,Koramangala 5th Block,3.8/5,No,300
Crave Bite,Jayanagar,3.6/5,No,400
Curries & Pickles,Bommanahalli,,No,300
Donne Biriyani Mane,JP Nagar,,No,250
Biryani Knights,JP Nagar,3.6/5,No,300
D-Ra's Delicacy,Koramangala 7th Block,,No,400
Swad Family Restaurant,Bannerghatta Road,,No,650
Papa Khan Biryani,Bannerghatta Road,,No,300
Om Nom Thai,South Bangalore,,No,400
Home Treats,JP Nagar,,No,250
Kopper Pot,Bannerghatta Road,,No,500
Rahar Momo & Cane,Marathahalli,,No,200
ThugLife Rolls,Hosur Road,,No,200
Mast Kalandar,JP Nagar,2.3/5,No,450
Dum & Oven,HSR,3.7/5,No,600
Now Momos,Koramangala 7th Block,3.4/5,No,200
Ammi's Biryani,Bommanahalli,2.7/5,No,500
Midnight Express,Koramangala 5th Block,2.8/5,No,650
Bao and Rolls,Bannerghatta Road,3.6/5,No,250
Mr Shawarma,Bannerghatta Road,,No,200
Hungry Bowl,Koramangala 5th Block,3.6/5,No,500
Food Feast Multicusine Restaurant,Bannerghatta Road,3.3/5,No,600
Midnight Hunger Solutions 24/7,Koramangala 5th Block,3.2/5,No,500
Night Panda,JP Nagar,2.9/5,No,500
Tandoor Hut,Bannerghatta Road,2.2/5,No,750
Owly,Koramangala,3.7/5,No,350
Sapid,Bannerghatta Road,,No,250
Royal Lunch Home,Koramangala 2nd Block,,No,150
Best Biryani,HSR,,No,500
Night Hunger,JP Nagar,3.1/5,No,350
Food Goodie,HSR,,No,450
Papa Khan Rasoi,,,No,
Midnight Special,HSR,NEW,Yes,500
Choo Zi,Koramangala 5th Block,NEW,No,300
Star Bowl,HSR,NEW,Yes,650
Vennela Andhra Meals,Jayanagar,3.0/5,Yes,400
Petoo,Koramangala 1st Block,3.8/5,Yes,800
Polamma's Mess,BTM,4.2/5,Yes,300
Juice Fresco & Pizza,JP Nagar,3.4/5,Yes,300
Dazu Momoz,BTM,,Yes,200
Ghar Ki Rasoi,Koramangala 8th Block,,Yes,300
Hottey Smokey,HSR,,Yes,400
Swad Plaza,BTM,3.4/5,Yes,400
Kebarbiq,Koramangala 7th Block,4.0/5,Yes,800
Red Bawarchi,BTM,3.0/5,Yes,600
8 Slice,Koramangala 6th Block,3.7/5,Yes,600
Snack Souq,BTM,,Yes,250
Dosa Bazaar,JP Nagar,3.9/5,Yes,200
Pakiza Dilli Darbar Restaurant,BTM,3.2/5,Yes,300
Intriicake,HSR,3.8/5,Yes,350
Queen Pearls,Ejipura,3.6/5,Yes,500
Sunny's Kitchen,HSR,3.7/5,Yes,500
Bhaijaan Barbeques,South Bangalore,3.5/5,Yes,200
Miss Momo,BTM,3.2/5,Yes,250
The Chaat Shop,BTM,3.2/5,No,100
Mahek Pizza,JP Nagar,3.9/5,Yes,400
Wedding Biryani,HSR,NEW,Yes,600
Halo Chef,Koramangala 4th Block,3.9/5,Yes,500
Crepe Nation,South Bangalore,3.8/5,Yes,300
Natuna Seafood House,Koramangala 5th Block,4.2/5,Yes,450
BMR Hyderabad Biryani,BTM,3.6/5,Yes,400
TangyLicious,BTM,2.6/5,Yes,400
The Duke of Juices,HSR,2.8/5,Yes,200
Gourmet Food Truck,South Bangalore,3.6/5,Yes,200
Spicy World,JP Nagar,3.4/5,Yes,200
Chination,Koramangala 4th Block,3.5/5,Yes,600
Delhi Food Factory,Koramangala 4th Block,,Yes,500
Hungry Stone,Koramangala 5th Block,,Yes,300
Delicious Demons,Koramangala 1st Block,3.3/5,Yes,400
Mumbai Kulfi,Marathahalli,,Yes,200
Gharelu Zaika,JP Nagar,3.7/5,Yes,250
Deja Vu Resto Bar,Bannerghatta Road,4.4/5,Yes,900
The Rice Company,Koramangala 4th Block,,No,600
HungerLoft,BTM,2.5/5,Yes,800
RCS Kitchen,BTM,3.3/5,Yes,500
Bhavani Upahara,Bannerghatta Road,3.3/5,Yes,250
The Blue Wagon - Kitchen,Jayanagar,4.6/5,Yes,400
Eat & Joy Restaurant,JP Nagar,3.1/5,Yes,300
Priya's Punjabi,Koramangala 8th Block,3.8/5,No,
Zero Kelvin,Koramangala 4th Block,4.3/5,Yes,450
Ocean,Koramangala 6th Block,3.8/5,Yes,700
Kulfi & More,BTM,3.7/5,Yes,200
Biryani Rooh-e-Khaas,Koramangala 1st Block,NEW,Yes,500
Punjabi Unplugged,Koramangala 1st Block,NEW,Yes,500
Billionaires Cafe,Koramangala 5th Block,3.8/5,Yes,600
Sagar Fast Food,BTM,3.7/5,Yes,300
Subham Pal Kitchen,Koramangala 1st Block,3.3/5,Yes,300
La Passion Cafe,BTM,,Yes,500
The Retro,Koramangala 7th Block,3.2/5,Yes,300
Raj Darbar,Koramangala 6th Block,3.7/5,Yes,800
Akshaya Grand,BTM,3.4/5,Yes,750
Cool Bites,Koramangala 4th Block,,Yes,200
House Of Commons,Koramangala 5th Block,4.8/5,No,"1,000"
Haji Ali Juice Centre,Koramangala 5th Block,4.0/5,Yes,350
Happy Brew,Koramangala 5th Block,4.0/5,No,"1,000"
The Juicy,JP Nagar,3.5/5,Yes,100
Krishna Grand,HSR,3.2/5,Yes,200
Shri Vinayaka Ice N Juice,Jayanagar,3.7/5,Yes,200
Upahara Sagar,Jayanagar,3.0/5,Yes,300
Chawla's 2 Online.com,HSR,,Yes,800
Namms Cafe,Koramangala 2nd Block,3.1/5,Yes,300
Bare Grills,Koramangala 6th Block,,Yes,350
Rayalaseema Ruchulu,BTM,,Yes,700
Polar Bear,CV Raman Nagar,NEW,Yes,150
Over The Top Terrace Lounge,Koramangala 5th Block,3.9/5,No,"1,400"
Sri Krishna Delight,BTM,,Yes,250
Mr.Khana Khazana,HSR,,Yes,400
Green Mango Restaurant,BTM,,Yes,300
Tella Tales,Koramangala 5th Block,4.2/5,Yes,700
M World Cafe,Koramangala 1st Block,3.5/5,Yes,500
Targaryen's Kitchen,JP Nagar,3.6/5,Yes,600
Heritage Cafe,Jayanagar,3.6/5,Yes,200
Sampoorna,JP Nagar,3.6/5,Yes,600
Chai Kraft,BTM,,Yes,100
Namaste Kitchen,Koramangala 5th Block,3.8/5,Yes,400
India On Wheels,Koramangala 3rd Block,3.6/5,Yes,400
Wings Mama,HSR,,Yes,300
Naati Biriyani,BTM,3.1/5,Yes,300
Crystal Grandeur,Jayanagar,,Yes,600
Namma Halli Jonne Biryani,Bannerghatta Road,3.3/5,Yes,300
Manashi Paratha & Pav Bhaji,HSR,,Yes,200
California Burrito,Koramangala 5th Block,4.1/5,No,400
Royal Treat,Koramangala 5th Block,4.1/5,No,500
Moghul Durbar Restaurant,Jayanagar,4.0/5,No,550
Nourich,JP Nagar,NEW,Yes,800
Enerjuvate Studio & Cafe,Koramangala 4th Block,4.4/5,No,800
Checkpost,JP Nagar,4.1/5,Yes,600
Market Table,Koramangala 5th Block,4.5/5,No,900
Anjappar,Koramangala 4th Block,3.9/5,No,650
Nandhana Palace,Koramangala 4th Block,4.1/5,No,800
Indian Coffee House & Restaurant,Koramangala 5th Block,4.1/5,No,650
Samosa Party,Koramangala 5th Block,4.1/5,No,150
BEIR,Bannerghatta Road,NEW,Yes,800
Mak n Vak - Fyn,HSR,3.9/5,Yes,500
Johnny Fox,Hosur Road,3.9/5,No,"1,500"
The Yellow Tuk-Tuk Cafe,Koramangala 5th Block,3.6/5,Yes,500
Baba Da Dhaba,Koramangala 7th Block,4.1/5,No,650
The ThickShake Factory,Koramangala 7th Block,4.3/5,No,350
Navya Andhra Style Restaurant,Hosur Road,3.5/5,No,200
Hari Super Sandwich,Jayanagar,4.0/5,No,200
Taj Durbar,Jayanagar,3.8/5,No,400
Hatti Punjab Di,HSR,3.3/5,No,600
Hyderabad Bawarchi,Jayanagar,3.9/5,No,800
Malabar Cafe,Bannerghatta Road,3.3/5,Yes,400
Shree Thali,Koramangala 5th Block,4.0/5,No,150
Gundappa Donne Biryani,Koramangala 7th Block,3.1/5,No,200
Ambur Biryani,Koramangala 3rd Block,3.5/5,No,250
Panjabi Dhaba,Bommanahalli,3.2/5,No,300
Shake It Off,Bommanahalli,,No,200
Smooth,Bannerghatta Road,NEW,No,200
Star Kitchen,Bommanahalli,3.3/5,No,150
Flavorsome Bakes,Bannerghatta Road,4.0/5,No,800
Sree Banashankari Donne Biriyani,Rajajinagar,NEW,Yes,250
Northern Bites,Bannerghatta Road,NEW,No,350
Cafe Arabica,Bannerghatta Road,3.8/5,No,700
Swa-Desh A Family Restaurant,Koramangala 1st Block,,No,300
Mayuri Andhra Mess,Koramangala 5th Block,,No,300
North Indian And Bengali Mess,Koramangala 5th Block,3.7/5,No,300
Bangalore Pizza & Pulse Juice Bar,Bannerghatta Road,,No,500
The Donut Baker,Koramangala 7th Block,3.8/5,No,150
Food Theory,HSR,2.6/5,No,500
Momos Corner,HSR,3.3/5,No,250
Daily Bread,JP Nagar,3.2/5,No,600
Rotti Mane,Jayanagar,3.6/5,No,200
Aroma Cafe,HSR,,No,300
Jaganath Restaurant And Hotel,JP Nagar,3.2/5,No,300
Meal In A Box,Koramangala 7th Block,3.6/5,No,300
Panwaadi,Koramangala 4th Block,,No,100
Fresh Kitchen,HSR,,No,400
Sri Brahmi Kuteera,JP Nagar,,No,150
Multi Cakes,JP Nagar,3.7/5,No,200
Richbite Catering,Bommanahalli,,No,300
Cake Art,JP Nagar,2.9/5,No,400
The Sandesh Factory,Bannerghatta Road,3.2/5,No,150
4671 Indian Coastal Cuisine,Bannerghatta Road,,No,600
Bake Feast,Bannerghatta Road,,No,300
Baker's Treat,Koramangala 7th Block,,No,350
Kitchen King,Bannerghatta Road,,No,250
Juice And Joy,Jayanagar,,No,150
TeaChaTe Express,JP Nagar,,No,150
SAATHVIK Cafe Chats,JP Nagar,,No,250
Wellness Cafe,Bannerghatta Road,,No,400
Mama's Cuisine,Bommanahalli,,No,200
Hot and Spicy Restaurant,Bommanahalli,,No,350
Pai's Kitchen,Koramangala 2nd Block,3.5/5,No,200
Good Bread,JP Nagar,3.6/5,No,300
UNIK Food,Jayanagar,3.3/5,No,300
Kadala Mane,JP Nagar,,No,300
Sri Banashankari Biryani Kabab Centre,Bannerghatta Road,,No,100
Food Magic,HSR,,No,300
Lakshmi Sweets,Jayanagar,,No,250
Adi's Cake N Cafe,Bannerghatta Road,3.3/5,No,400
Natha & Lobo's,Jayanagar,,No,500
Baking Delite,Koramangala 7th Block,,No,550
Sambram,JP Nagar,,No,800
Copper Cafe & Grill,HSR,,No,500
9 Tea,Bannerghatta Road,,No,200
Guntur's Vandanam Food Zone,Koramangala 1st Block,,No,600
Magadh Jalpan,Bannerghatta Road,,No,200
Ghar Ka Aahar,Bommanahalli,,No,400
Juice & Burger Cafeteria,HSR,,No,300
Tandoor Dum,JP Nagar,,No,600
Bake The Cake,Bommanahalli,,No,400
Ambur Hotel,Bannerghatta Road,,No,250
Tandoor Plaza,Bannerghatta Road,,No,500
FNC Seafood,Koramangala 5th Block,,No,400
Desi Curry,HSR,,No,450
Maa ka Dabba,Bommanahalli,,No,469
SLV Hotel,Bommanahalli,,No,250
Raja Foodpath,Bommanahalli,,No,200
Darjeeling Hot Momos,Koramangala 5th Block,,No,300
Sri Annapoorna Andhra Mess,Koramangala 5th Block,,No,300
It's My Meal Food Service,HSR,,No,300
Surabhi Restaurant,Hosur Road,,No,400
Fresh Code,Bannerghatta Road,,No,300
Smack Cafe,Koramangala 1st Block,,No,400
I-Scoop Cafe,Jayanagar,NEW,Yes,300
Jiyo Natural,South Bangalore,3.6/5,No,300
Sultan's Biryani,Bannerghatta Road,3.0/5,No,700
Kyakhanahai,Koramangala 5th Block,3.4/5,No,400
D2V Cafe,Bannerghatta Road,3.6/5,No,700
RICE BAR,Bannerghatta Road,3.1/5,No,500
Le Rosa Restaurant,HSR,3.2/5,No,700
Little Shangai,Bannerghatta Road,3.3/5,No,400
Mysore Carnival Restaurant,Koramangala 6th Block,3.8/5,No,350
SVR Foods - Night Ka Khana,JP Nagar,3.5/5,No,400
Ronnie's Kitchen,Koramangala 5th Block,3.1/5,No,200
The Tower Of Pizza,Koramangala 5th Block,2.9/5,No,500
Indian Dhaba,HSR,3.3/5,No,450
Mom's Kitchen,HSR,,No,300
Cupcake Bliss,Koramangala 7th Block,,No,250
Kedia's Fun Food,Bannerghatta Road,,No,200
Banashankari Donne Biriyani,Koramangala 7th Block,3.3/5,No,300
Daily & Divine,Koramangala 5th Block,,No,200
S.W.A.T Food Truck,Koramangala 5th Block,3.7/5,No,250
Juicy Cafe,HSR,,No,250
The Little Kitchen,Jayanagar,3.8/5,No,300
The Night King,Koramangala 7th Block,3.3/5,No,400
Niice Cream,Koramangala 5th Block,3.8/5,No,400
Prakruthi Restaurant,Bommanahalli,3.2/5,No,400
Chai Mane,Koramangala 5th Block,3.0/5,No,150
Sandwich Manne,JP Nagar,,No,250
SS Food Point,HSR,,No,250
Karnataka Biriyani Centre,Jayanagar,,No,200
Desi Breakk,HSR,3.3/5,No,150
TGS Retails,HSR,3.3/5,No,600
Innate,Koramangala 7th Block,3.3/5,No,
Hotel Muthu,Bannerghatta Road,,No,200
Cafe Choco Craze,Bannerghatta Road,3.7/5,No,400
Grand Chillies,HSR,3.4/5,No,400
Kanha's Kafe,Koramangala 5th Block,3.5/5,No,200
Edigo,Electronic City,,No,250
Sandwich Souk,Bommanahalli,,No,200
Cake N Cookies,JP Nagar,,No,350
Meraki Kitchen,Bommanahalli,,No,400
